,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related
25,prerank,MSigDB_Hallmark_2020__Myc Targets V2,0.5880749158982334,1.906128290061765,0.0,0.004107576328796845,0.069,20/32,21.94%,MYC;TBRG4;UNG;NOP56;GNL3;SRM;RRP9;HSPE1;RCL1;WDR43;MRTO4;AIMP2;PES1;IMP4;NOP16;NPM1;GRWD1;PA2G4;MYBBP1A;NOLC1,MSigDB_Hallmark_2020,Myc Targets V2,2.3864143575661125,**,False
24,prerank,MSigDB_Hallmark_2020__IL-2/STAT5 Signaling,0.4721046318122381,1.916265434776562,0.0,0.004012420120407728,0.064,24/89,8.96%,CXCL10;PLIN2;ARL4A;SOCS1;MYC;KLF6;GADD45B;SOCS2;BHLHE40;GBP4;FURIN;PNP;TNFSF10;CCND3;PRNP;MAFF;CSF1;IL4R;HOPX;AHNAK;ITGAV;CASP3;IRF8;CCND2,MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,2.3965936004715465,**,True
22,prerank,KEGG_2021_Human__Toll-like receptor signaling pathway,0.5450739939225303,1.919407507166057,0.0,0.004090923992328749,0.062,10/41,7.74%,CXCL11;CXCL10;IRF7;NFKBIA;CCL5;TBK1;CXCL9;MAP2K3;STAT1;RELA,KEGG_2021_Human,Toll-like receptor signaling pathway,2.3881785894380374,**,False
21,prerank,MSigDB_Hallmark_2020__UV Response Up,0.4677338826417346,1.9199652194985628,0.0,0.004306235781398683,0.062,21/91,7.23%,NFKBIA;GCH1;ATF3;BTG3;TAP1;TMBIM6;HYAL2;SQSTM1;IRF1;ASNS;FURIN;CNP;CCND3;EIF5;ICAM1;CEBPG;TARS1;TUBA4A;SOD2;BAK1;CASP3,MSigDB_Hallmark_2020,UV Response Up,2.365902194726885,**,False
20,prerank,KEGG_2021_Human__Hepatitis C,0.5050121715646104,1.974601263167287,0.0,0.0020352855683227603,0.028,27/81,13.72%,RSAD2;CXCL10;IRF7;NFKBIA;MX1;CDKN1A;DDX58;MYC;EIF2AK2;TNFRSF1A;STAT2;CLDN5;SOCS3;TBK1;CYCS;STAT1;BAK1;CASP3;RELA;YWHAH;PIK3CA;TRAF2;PSME3;PPP2CB;CASP8;EIF2S1;RIPK1,KEGG_2021_Human,Hepatitis C,2.6913746468585265,**,True
19,prerank,KEGG_2021_Human__Measles,0.516368289410869,1.9940905942798368,0.0,0.001724006599049868,0.022,24/71,13.67%,IRF7;NFKBIA;MX1;DDX58;IFIH1;EIF2AK2;STAT2;CCND3;BBC3;TBK1;CYCS;STAT1;ADAR;BAK1;CASP3;RELA;JAK3;TNFAIP3;CCND2;PIK3CA;MSN;NFKBIB;CASP8;EIF2S1,KEGG_2021_Human,Measles,2.7634610761415503,**,False
17,prerank,KEGG_2021_Human__Cytosolic DNA-sensing pathway,0.6651225069440709,2.0537079906117577,0.0,0.0008395552969331389,0.011,8/24,7.74%,CXCL10;IRF7;NFKBIA;DDX58;CCL5;TBK1;ADAR;RELA,KEGG_2021_Human,Cytosolic DNA-sensing pathway,3.0759506939725823,***,True
16,prerank,MSigDB_Hallmark_2020__Allograft Rejection,0.5211881359294346,2.0578642529495603,0.0,0.0008141142273291043,0.01,31/82,14.67%,IRF7;GBP2;WARS1;SOCS1;TAP1;TAP2;TIMP1;HIF1A;C2;CCL5;CCND3;CSF1;IL4R;AARS1;FLNA;ICAM1;CXCL9;STAT1;CCL7;BCL3;IRF8;CCL2;CCND2;CD1D;TRAF2;EIF3D;EIF3J;BCL10;RIPK2;DEGS1;B2M,MSigDB_Hallmark_2020,Allograft Rejection,3.089314655530564,***,False
15,prerank,MSigDB_Hallmark_2020__IL-6/JAK/STAT3 Signaling,0.6046982621036734,2.063333735430977,0.0,0.0008722652435668974,0.01,15/42,8.22%,CXCL11;CXCL10;SOCS1;IL15RA;IRF1;TNFRSF1A;STAT2;CSF1;IL4R;SOCS3;CXCL9;STAT1;CCL7;BAK1;OSMR,MSigDB_Hallmark_2020,IL-6/JAK/STAT3 Signaling,3.0593514321531208,***,True
14,prerank,KEGG_2021_Human__Viral protein interaction with cytokine and cytokine receptor,0.702293394707789,2.0875310303179564,0.0,0.0006575537989965842,0.007,11/22,8.16%,CXCL11;CXCL10;TNFRSF1A;CCL8;TNFSF10;CCL5;CSF1;ACKR3;CXCL9;CCL7;CCL2,KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,3.1820687087674626,***,True
13,prerank,KEGG_2021_Human__TNF signaling pathway,0.5744885380613797,2.1104477695791664,0.0,0.0005088213920806902,0.005,28/57,19.87%,CXCL10;BIRC3;NFKBIA;CEBPB;IRF1;TNFRSF1A;CCL5;CSF1;SOCS3;ICAM1;MAP2K3;CASP3;BCL3;RELA;CCL2;TNFAIP3;PIK3CA;TRAF2;VEGFC;CASP8;RIPK1;JUNB;NOD2;MAP2K1;FAS;JAG1;AKT1;VCAM1,KEGG_2021_Human,TNF signaling pathway,3.2934346381864885,***,False
12,prerank,MSigDB_Hallmark_2020__mTORC1 Signaling,0.4960715107988953,2.115281056705204,0.0,0.0005550778822698438,0.005,44/126,13.18%,NUPR1;CDKN1A;WARS1;IFRD1;ELOVL5;DDIT3;BHLHE40;DDIT4;LDHA;SQSTM1;ASNS;PNP;EDEM1;TES;PPP1R15A;TBK1;ADIPOR2;NAMPT;TUBA4A;PSMA3;MAP2K3;FADS1;EIF2S2;PSMD12;TXNRD1;HSPA9;UNG;PSMD14;PSMC4;PFKL;GCLC;RIT1;ABCF2;PSMC6;EEF1E1;EPRS1;NMT1;PSME3;TPI1;PSMC2;NFKBIB;CACYBP;RRP9;HSPE1,MSigDB_Hallmark_2020,mTORC1 Signaling,3.2556460772970888,***,True
11,prerank,KEGG_2021_Human__Aminoacyl-tRNA biosynthesis,0.7313356920399163,2.180162603159136,0.0,0.0002442342681987313,0.002,12/22,10.84%,WARS1;SARS1;GARS1;YARS1;AARS1;MARS1;TARS1;NARS1;KARS1;IARS1;HARS1;EPRS1,KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,3.6121934008109013,***,False
9,prerank,KEGG_2021_Human__Herpes simplex virus 1 infection,0.5822660366037347,2.336927698614548,0.0,0.0,0.0,27/89,10.81%,IRF7;BIRC3;NFKBIA;BST2;DDX58;PML;IFIH1;TAP1;EIF2AK2;TAP2;TNFRSF1A;CCL5;STAT2;SOCS3;TBK1;CYCS;STAT1;EIF4EBP1;BAK1;CASP3;RHEB;RELA;CCL2;NECTIN2;PIK3CA;PPP1CB;TRAF2,KEGG_2021_Human,Herpes simplex virus 1 infection,5.0,****,True
8,prerank,KEGG_2021_Human__Proteasome,0.6754571210249066,2.3504776271113474,0.0,0.0,0.0,25/43,14.38%,PSMB8;PSME1;PSME2;PSMA6;PSMA5;ADRM1;PSMA3;PSMD11;PSMD3;PSMD12;POMP;PSMF1;PSMD14;PSMC4;PSMD8;PSMC1;PSMC6;PSMD2;PSMD7;PSMA7;PSME3;PSMB9;PSMC2;PSMC3;PSMB3,KEGG_2021_Human,Proteasome,5.0,****,False
7,prerank,KEGG_2021_Human__Epstein-Barr virus infection,0.5721186079469837,2.370240216337584,0.0,0.0,0.0,47/109,14.88%,ISG15;CXCL10;IRF7;NFKBIA;CDKN1A;DDX58;GADD45G;MYC;TAP1;EIF2AK2;TAP2;GADD45B;STAT2;CCND3;TBK1;ICAM1;CYCS;ADRM1;PSMD11;MAP2K3;STAT1;PSMD3;PSMD12;BAK1;CASP3;RELA;PSMD14;JAK3;PSMC4;TNFAIP3;NCOR2;CCND2;PSMD8;PSMC1;PIK3CA;PSMC6;PSMD2;TRAF2;PSMD7;PSMC2;NFKBIB;NFKB2;CASP8;RIPK1;PSMC3;B2M;RELB,KEGG_2021_Human,Epstein-Barr virus infection,5.0,****,True
6,prerank,KEGG_2021_Human__RIG-I-like receptor signaling pathway,0.7172669225742665,2.379546791702176,0.0,0.0,0.0,16/34,13.72%,ISG15;CXCL10;IRF7;NFKBIA;DDX58;IFIH1;DHX58;AZI2;TBK1;RNF125;TRIM25;RELA;TRAF2;NFKBIB;CASP8;RIPK1,KEGG_2021_Human,RIG-I-like receptor signaling pathway,5.0,****,False
4,prerank,KEGG_2021_Human__Influenza A,0.6360913651944788,2.5425265296865054,0.0,0.0,0.0,29/83,8.16%,RSAD2;CXCL10;IRF7;NFKBIA;MX1;DDX58;PML;IFIH1;EIF2AK2;TNFRSF1A;TNFSF10;CCL5;STAT2;CCND3;ACTG1;SLC25A5;SOCS3;TBK1;ICAM1;CYCS;DNAJC3;STAT1;ADAR;TRIM25;BAK1;CASP3;ACTB;RELA;CCL2,KEGG_2021_Human,Influenza A,5.0,****,True
3,prerank,MSigDB_Hallmark_2020__Inflammatory Response,0.681489429693975,2.6717406964687678,0.0,0.0,0.0,35/78,8.22%,CXCL11;CXCL10;IRF7;NFKBIA;LY6E;GCH1;BST2;CDKN1A;RTP4;MYC;EIF2AK2;PLAUR;TIMP1;SLC28A2;NMI;CCRL2;KLF6;IL15RA;HIF1A;IRF1;PTPRE;TNFSF10;CCL5;CSF1;IL4R;ICAM1;NAMPT;ADRM1;ADM;CXCL9;CCL7;CMKLR1;RELA;CCL2;OSMR,MSigDB_Hallmark_2020,Inflammatory Response,5.0,****,True
2,prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.6561424238449212,2.7251507266693586,0.0,0.0,0.0,52/115,9.90%,CXCL11;IFIT2;CXCL10;BIRC3;NFKBIA;CEBPB;GCH1;ATF3;LITAF;CDKN1A;DDX58;BTG3;IFIH1;MYC;TAP1;PLAUR;CCRL2;KLF6;GADD45B;IL15RA;BHLHE40;MCL1;SQSTM1;IRF1;TRIB1;PTPRE;PER1;CCL5;PFKFB3;RNF19B;MAFF;CSF1;IER3;EHD1;ACKR3;DUSP1;SOCS3;PPP1R15A;ICAM1;NAMPT;CEBPD;MAP2K3;SOD2;IER5;BCL3;SIK1;RELA;CCL2;TNFAIP3;VEGFA;BTG1;CCN1,MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,5.0,****,False
1,prerank,MSigDB_Hallmark_2020__Interferon Alpha Response,0.859024097762086,3.368829485993451,0.0,0.0,0.0,56/82,6.92%,ISG15;RSAD2;CXCL11;IFIT2;CXCL10;IRF7;IFIT3;OASL;CMPK2;ISG20;HERC6;GBP2;UBE2L6;MX1;LY6E;HELZ2;BST2;TRAFD1;LGALS3BP;SAMD9;RTP4;PARP14;IFI44;WARS1;OGFR;IFIH1;PARP9;PSMB8;TAP1;EIF2AK2;PARP12;NMI;CCRL2;SLC25A28;PSME1;PSME2;TMEM140;GBP4;IRF1;LPAR6;DHX58;NUB1;CNP;STAT2;CMTR1;TRIM21;TRIM26;CSF1;IL4R;DDX60;NCOA7;PSMA3;C1S;TXNIP;ADAR;TRIM25,MSigDB_Hallmark_2020,Interferon Alpha Response,5.0,****,True
0,prerank,MSigDB_Hallmark_2020__Interferon Gamma Response,0.8130025795933316,3.5033307345686784,0.0,0.0,0.0,86/134,9.60%,ISG15;RSAD2;CXCL11;IFIT2;CXCL10;IRF7;IFIT3;OASL;CMPK2;UPP1;ISG20;IL18BP;IDO1;HERC6;NFKBIA;UBE2L6;MX1;LY6E;GCH1;HELZ2;BST2;TRAFD1;LGALS3BP;CDKN1A;RTP4;RNF213;DDX58;PARP14;IFI44;ARL4A;PML;XAF1;WARS1;OGFR;SOCS1;IFIH1;PSMB8;SERPING1;TAP1;EIF2AK2;PARP12;GBP6;ZNFX1;NMI;NLRC5;IL15RA;SAMHD1;SLC25A28;PSME1;PSME2;GBP4;HIF1A;IRF1;DHX58;PNP;TNFSF10;CCL5;STAT2;CMTR1;TRIM21;TRIM26;IL4R;DDX60;CD274;SOCS3;ICAM1;NAMPT;PSMA3;C1S;CXCL9;STAT1;TXNIP;SOD2;CCL7;ADAR;CMKLR1;TRIM25;CASP3;IRF8;CCL2;NOD1;TNFAIP3;PELI1;BATF2;BTG1;TDRD7,MSigDB_Hallmark_2020,Interferon Gamma Response,5.0,****,True
