,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
143,prerank,KEGG_2021_Human__Proteoglycans in cancer,-0.32548131202016517,-1.2718974501984726,0.017241379310344827,0.30200770450940406,0.995,53/180,18.16%,SOS2;FRS2;CCND1;FZD8;MET;ESR1;RDX;ANK3;AKT3;NRAS;SDC1;CTNNB1;SHH;ITPR2;FZD5;FZD6;PIK3CA;ANK1;ROCK1;WNT16;KDR;SMAD2;PPP1R12C;KRAS;SDC4;ROCK2;MMP2;MDM2;TFAP4;ELK1;ITPR3;COL1A1;EZR;PLCG1;PTCH1;BRAF;MAPK13;MAPK12;WNT2;MRAS;PTK2;SOS1;CAV2;RHOA;FZD1;CAMK2G;HBEGF;ARHGEF12;ERBB2;PPP1R12A;CTTN;VTN;AKT1,KEGG_2021_Human,Proteoglycans in cancer,0.5199819776281493,ns,False,Goldhamster
145,prerank,KEGG_2021_Human__Alcoholism,-0.3583820134011541,-1.2671876366783803,0.06289308176100629,0.304101518241559,0.995,19/82,14.84%,CAMKK2;SOS2;MAOB;NRAS;SLC29A1;NTRK2;NPY;GNB1;KRAS;GNAO1;HDAC6;CREB1;CREB3L1;GNG11;BRAF;HDAC11;DDC;MAOA;SOS1,KEGG_2021_Human,Alcoholism,0.5169814116142193,ns,False,Goldhamster
146,prerank,KEGG_2021_Human__Longevity regulating pathway,-0.35167505162355167,-1.2635199532063093,0.0625,0.3047246770904147,0.996,33/90,27.22%,CAMKK2;AKT3;NRAS;ADIPOR1;SIRT1;PIK3CA;APPL1;FOXA2;KRAS;SESN1;RB1CC1;CREB1;CREB3L1;FOXO1;CAT;PRKAG2;ADCY4;EIF4E;FOXO3;AKT1;TSC2;SESN3;TSC1;IRS1;CAMK4;HDAC2;ADCY2;ATF2;ADCY8;ADCY1;ADCY3;CREB5;CREB3L2,KEGG_2021_Human,Longevity regulating pathway,0.5160923744933097,ns,False,Goldhamster
150,prerank,KEGG_2021_Human__Rap1 signaling pathway,-0.31694881079915116,-1.252486816629778,0.017543859649122806,0.31816374434026395,0.996,75/174,27.03%,FGFR3;MET;GNAQ;FGF1;CDH1;AKT3;NRAS;AFDN;CTNNB1;MAGI2;PDGFA;FGFR2;PIK3CA;SIPA1L3;PLCB1;PDGFB;PRKCZ;KDR;RAPGEF5;KRAS;GNAO1;BCAR1;RASGRP3;EFNA1;PLCG1;EPHA2;BRAF;PARD3;FGF18;MAGI1;MAPK13;MAPK12;KITLG;MRAS;CRKL;ADCY4;PRKCI;PFN2;RHOA;CRK;EFNA4;PARD6G;ENAH;PLCB3;AKT1;LPAR1;ID1;FLT1;RAPGEF4;MAGI3;FGF2;TIAM1;ANGPT2;TLN2;LPAR2;FGF7;ADCY2;PDGFD;GNAI1;RAPGEF3;RALA;F2RL3;TEK;ARAP3;VEGFC;ADCY8;MAPK11;RAPGEF2;DOCK4;PRKCA;MAPK3;ADCY1;SIPA1L1;MAPK1;ADCY3,KEGG_2021_Human,Rap1 signaling pathway,0.4973493109561148,ns,False,Goldhamster
152,prerank,KEGG_2021_Human__cAMP signaling pathway,-0.32023492203111614,-1.2347475476115133,0.02702702702702703,0.34712255876996423,0.996,54/139,28.17%,ADRB2;PDE4D;JUN;ADRB1;AKT3;AFDN;ATP2B1;ATP2B4;PIK3CA;ATP1A1;NPY;ROCK1;CNGA2;NPR1;CFTR;ROCK2;EDN3;CREB1;PTCH1;CREB3L1;ABCC4;BRAF;GABBR1;ADCY4;RHOA;CAMK2G;EDNRA;PPP1R12A;AKT1;SUCNR1;ACOX1;RAPGEF4;ORAI1;TIAM1;VIPR2;ADORA1;CAMK4;CAMK2B;ADCY2;GNAI1;RAPGEF3;ARAP3;ADCY8;LIPE;MAPK3;ADCY1;MAPK1;ADCY3;CREB5;CREB3L2;PDE3B;MAPK8;RAC3;PPP1CB,KEGG_2021_Human,cAMP signaling pathway,0.4595171615202937,ns,False,Goldhamster
153,prerank,KEGG_2021_Human__Morphine addiction,-0.3754723517444772,-1.233059593487162,0.12935323383084577,0.3439383639247677,0.996,20/54,27.46%,PDE4D;PDE7B;GNB1;GNAO1;GABRA1;GNG11;GABBR1;ADCY4;PDE8B;CACNA1A;ADORA1;ADCY2;GNAI1;ADCY8;GRK5;PRKCA;ADCY1;ADCY3;GNG3;PDE3B,KEGG_2021_Human,Morphine addiction,0.46351937895677797,ns,False,Goldhamster
154,prerank,KEGG_2021_Human__Various types of N-glycan biosynthesis,-0.41093369121307743,-1.232976072041296,0.14802631578947367,0.3379746528114985,0.996,12/32,21.60%,ALG2;MGAT2;MGAT4B;FUT8;MAN2A2;MAN1A2;STT3A;MAN2A1;ST3GAL3;HEXD;RPN2;STT3B,KEGG_2021_Human,Various types of N-glycan biosynthesis,0.4711158694172512,ns,False,Goldhamster
155,prerank,KEGG_2021_Human__Leukocyte transendothelial migration,-0.35189346617753153,-1.2257101557690087,0.09352517985611511,0.3477882333297554,0.996,25/85,15.29%,CLDN7;CLDN3;OCLN;CXCL12;AFDN;CTNNB1;ARHGAP5;PIK3CA;ROCK1;ARHGAP35;ESAM;ROCK2;CLDN18;CDH5;CTNNA1;MMP2;BCAR1;F11R;EZR;PLCG1;MAPK13;CLDN5;MAPK12;PTK2;RHOA,KEGG_2021_Human,Leukocyte transendothelial migration,0.45868511550870306,ns,False,Goldhamster
156,prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,-0.348324759175161,-1.2255735158188226,0.0962962962962963,0.342264625674926,0.997,16/82,13.57%,ABCD3;ISOC1;SLC29A1;HAO1;PNPLA8;PEX11A;GNPAT;BMP6;PEX19;SLC23A1;NR3C2;PIPOX;PEX13;HSD3B7;TFCP2L1;CAT,MSigDB_Hallmark_2020,Bile Acid Metabolism,0.4656379844965328,ns,False,Goldhamster
157,prerank,KEGG_2021_Human__Glycosaminoglycan biosynthesis,-0.39723837148035795,-1.2228212484274192,0.16101694915254236,0.34195577780594316,0.997,12/43,17.98%,CSGALNACT2;ST3GAL2;EXT2;FUT8;EXTL2;CSGALNACT1;CHST7;CHST1;B4GALT4;GLCE;XYLT2;ST3GAL3,KEGG_2021_Human,Glycosaminoglycan biosynthesis,0.4660300538755638,ns,False,Goldhamster
161,prerank,KEGG_2021_Human__Amphetamine addiction,-0.37714853356346756,-1.2163766332435741,0.1568627450980392,0.34851197220333857,0.998,13/47,16.27%,PPP3CA;JUN;MAOB;PPP3CB;SIRT1;PPP3CC;STX1A;CREB1;CREB3L1;DDC;MAOA;CAMK2G;PPP3R1,KEGG_2021_Human,Amphetamine addiction,0.45778229827604844,ns,False,Goldhamster
163,prerank,KEGG_2021_Human__Choline metabolism in cancer,-0.3446080739879131,-1.2125958869553184,0.08496732026143791,0.3496636242398577,0.998,22/81,18.34%,SOS2;JUN;PIP5K1B;AKT3;NRAS;PDGFA;PIK3CA;PDGFB;DGKH;DGKE;KRAS;SLC44A3;PLCG1;PLPP2;SLC44A1;CHKB;SOS1;DGKA;PLPP3;DGKZ;AKT1;TSC2,KEGG_2021_Human,Choline metabolism in cancer,0.4563495453104413,ns,False,Goldhamster
165,prerank,KEGG_2021_Human__Endometrial cancer,-0.3721847415086247,-1.2068990215199176,0.16055045871559634,0.35532115523782376,0.999,15/52,11.82%,SOS2;CCND1;GSK3B;CDH1;AKT3;NRAS;CTNNB1;APC;PIK3CA;AXIN2;KRAS;PTEN;CTNNA1;ELK1;BRAF,KEGG_2021_Human,Endometrial cancer,0.4493789345609468,ns,False,Goldhamster
166,prerank,KEGG_2021_Human__Other types of O-glycan biosynthesis,-0.4039353891381654,-1.2021301059168534,0.1724137931034483,0.35909775950564526,0.999,8/34,14.32%,PLOD3;GXYLT1;C1GALT1;GALNT11;GALNT3;GALNT18;OGT;COLGALT2,KEGG_2021_Human,Other types of O-glycan biosynthesis,0.4447873045296509,ns,False,Goldhamster
167,prerank,"KEGG_2021_Human__Alanine, aspartate and glutamate metabolism",-0.4352158823019972,-1.1999293530650175,0.20462046204620463,0.3581216009517335,0.999,10/25,26.35%,ASNS;GLS;GFPT1;GPT2;ADSS1;GLS2;GLUD2;PPAT;RIMKLB;GOT1,KEGG_2021_Human,"Alanine, aspartate and glutamate metabolism",0.4459694826987584,ns,False,Goldhamster
171,prerank,MSigDB_Hallmark_2020__Pperoxisome,-0.3440883569762205,-1.1915747205698304,0.1390728476821192,0.3707124056546218,0.999,17/82,16.02%,ABCD3;SIAH1;CADM1;ISOC1;PEX11A;GNPAT;CRAT;BCL10;CTPS1;PEX13;SEMA3C;HSD3B7;CAT;NUDT19;SLC25A4;IDH1;SLC25A17,MSigDB_Hallmark_2020,Pperoxisome,0.430962880338935,ns,False,Goldhamster
172,prerank,KEGG_2021_Human__GnRH signaling pathway,-0.3429147596204314,-1.184461116638058,0.12195121951219512,0.380655638643402,0.999,22/75,17.90%,MAP3K2;SOS2;MAP3K3;JUN;GNAQ;NRAS;ITPR2;PLCB1;KRAS;MMP2;ELK1;ITPR3;MAPK13;GNRH1;MAPK12;ADCY4;SOS1;CAMK2G;EGR1;HBEGF;GNA11;PLCB3,KEGG_2021_Human,GnRH signaling pathway,0.41946773262864256,ns,False,Goldhamster
173,prerank,KEGG_2021_Human__Cholinergic synapse,-0.3325501008018675,-1.1826694947895455,0.15,0.3783969344304987,0.999,35/78,27.28%,GNAQ;AKT3;NRAS;ITPR2;PIK3CA;PLCB1;GNB1;KRAS;GNAO1;KCNQ1;CREB1;ITPR3;CHRNB4;CREB3L1;GNG11;BCL2;ADCY4;CAMK2G;GNA11;PLCB3;AKT1;CACNA1A;CAMK4;CAMK2B;ADCY2;GNAI1;ADCY8;PRKCA;MAPK3;ADCY1;MAPK1;ADCY3;CREB5;CREB3L2;GNG3,KEGG_2021_Human,Cholinergic synapse,0.42205239067751565,ns,False,Goldhamster
174,prerank,KEGG_2021_Human__MicroRNAs in cancer,-0.31478009385675704,-1.1820684269678474,0.0975609756097561,0.3738586529105184,0.999,42/143,16.80%,CDK6;COMMD3-BMI1;SOS2;SOX4;FOXP1;CCND1;FGFR3;MET;RDX;NRAS;GLS;APC;SIRT1;PDGFA;PIK3CA;ABCC1;ROCK1;PDGFB;CCNG1;KRAS;HNRNPK;DNMT3A;PTEN;MDM2;ST14;MMP16;EFNA1;PAK4;EZR;PLCG1;E2F2;NOTCH4;DICER1;BCL2;ZEB1;CRKL;SOS1;RHOA;CRK;GLS2;EFNA4;ERBB2,KEGG_2021_Human,MicroRNAs in cancer,0.4272925632109568,ns,False,Goldhamster
175,prerank,KEGG_2021_Human__Regulation of actin cytoskeleton,-0.30739390435355607,-1.1695524924947367,0.17857142857142858,0.3931138894636072,0.999,45/171,17.79%,SOS2;PIP5K1B;FGFR3;FGF1;RDX;SCIN;NRAS;CXCL12;APC;PDGFA;FGFR2;PIK3CA;ROCK1;PAK6;PDGFB;ARHGAP35;PPP1R12C;KRAS;ROCK2;BAIAP2;BCAR1;KNG1;PAK4;EZR;ITGA7;BRAF;ABI2;FGF18;F2;ITGA9;MRAS;NCKAP1;CRKL;PTK2;SOS1;WASL;PFN2;RHOA;ITGB6;CRK;MYLK3;ARHGEF12;GNA12;PPP1R12A;ENAH,KEGG_2021_Human,Regulation of actin cytoskeleton,0.40548161145633704,ns,False,Goldhamster
178,prerank,KEGG_2021_Human__Gap junction,-0.34943468902037,-1.1636018366957377,0.1901840490797546,0.3994270175779353,0.999,10/68,7.66%,MAP3K2;SOS2;GNAQ;ADRB1;NRAS;ITPR2;PDGFA;PLCB1;PDGFB;KRAS,KEGG_2021_Human,Gap junction,0.3985625624293423,ns,False,Goldhamster
179,prerank,KEGG_2021_Human__Vascular smooth muscle contraction,-0.31702148798381896,-1.159084702663019,0.1623931623931624,0.4048952678226622,0.999,41/98,28.70%,GNAQ;PLA2G12A;ITPR2;RAMP2;ROCK1;PLCB1;PPP1R12C;NPR1;ROCK2;EDN3;PRKCH;ITPR3;BRAF;RAMP3;ADCY4;RHOA;MYLK3;ARHGEF12;GNA12;EDNRA;PPP1R12A;GNA11;PLCB3;PLA2G1B;AVPR1B;MYH14;ADCY2;CALCRL;PLA2G4B;ADCY8;MYH10;PRKCA;MAPK3;ADCY1;PLA2G4F;MAPK1;ADCY3;PPP1CB;CALD1;AGT;CACNA1C,KEGG_2021_Human,Vascular smooth muscle contraction,0.39265729897995627,ns,False,Goldhamster
180,prerank,KEGG_2021_Human__Aldosterone synthesis and secretion,-0.3367437827509683,-1.1562057897250402,0.18705035971223022,0.4048455321398897,0.999,32/73,28.70%,GNAQ;ATP2B1;ATP2B4;ITPR2;ATP1A1;PLCB1;NR4A2;NPR1;CREB1;ITPR3;CREB3L1;ADCY4;CAMK2G;GNA11;PLCB3;ORAI1;CAMK4;CAMK2B;ADCY2;ATF2;ADCY8;LIPE;PRKCA;ADCY1;ADCY3;CREB5;CREB3L2;NR4A1;KCNK3;SCARB1;AGT;CACNA1C,KEGG_2021_Human,Aldosterone synthesis and secretion,0.3927106492189709,ns,False,Goldhamster
182,prerank,KEGG_2021_Human__Chemical carcinogenesis,-0.30426546148592204,-1.1509096598009938,0.11224489795918367,0.4110799661026419,0.999,25/126,14.84%,ADRB2;SOS2;RPS6KA3;JUN;CCND1;ESR1;ADRB1;AKT3;NRAS;KPNA4;KLF4;PIK3CA;KLF5;AHR;KRAS;CREB1;KPNA6;CHRNB4;CREB3L1;FGF18;BCL2;RPS6KA2;KPNA1;ADCY4;SOS1,KEGG_2021_Human,Chemical carcinogenesis,0.3860736879559223,ns,False,Goldhamster
183,prerank,MSigDB_Hallmark_2020__Estrogen Response Late,-0.29578568181469683,-1.1493251166654472,0.11594202898550725,0.40899431042191065,0.999,47/157,20.42%,BTG3;NCOR2;CCND1;TSPAN13;FGFR3;CDH1;OLFM1;SLC29A1;CXCL12;ATP2B4;KLF4;CA2;CLIC3;AMFR;EMP2;HSPA4L;FRK;LSR;ST14;TOB1;ABHD2;GPER1;MAPK13;MAPT;HR;SERPINA1;BCL2;DLG5;PRKAR2B;RPS6KA2;NAB2;TMPRSS3;PKP3;PTGES;HSPB8;CACNA2D2;MEST;DYNLT3;TST;ALDH3A2;SORD;LAMC2;CD44;SGK1;RET;ELOVL5;OVOL2,MSigDB_Hallmark_2020,Estrogen Response Late,0.3882827334830136,ns,False,Goldhamster
186,prerank,KEGG_2021_Human__T cell receptor signaling pathway,-0.3193387493867423,-1.1422526536524522,0.183206106870229,0.42012538711383035,0.999,23/93,16.72%,MALT1;SOS2;PPP3CA;JUN;PPP3CB;GSK3B;AKT3;NRAS;PIK3CA;CSF2;BCL10;PAK6;KRAS;PPP3CC;PAK4;PLCG1;NCK2;MAPK13;MAPK12;SOS1;RHOA;PPP3R1;MAP3K7,KEGG_2021_Human,T cell receptor signaling pathway,0.37662107435270015,ns,False,Goldhamster
187,prerank,KEGG_2021_Human__Gastric acid secretion,-0.35013179117752014,-1.140368153149794,0.23809523809523808,0.41853316159194726,0.999,15/53,16.04%,GNAQ;KCNJ15;ITPR2;ATP1A1;PLCB1;CA2;CFTR;SLC4A2;KCNQ1;KCNE2;ITPR3;EZR;ADCY4;CAMK2G;MYLK3,KEGG_2021_Human,Gastric acid secretion,0.3782701259005257,ns,False,Goldhamster
188,prerank,KEGG_2021_Human__Insulin resistance,-0.3159349992998125,-1.1397353095940936,0.19672131147540983,0.41487811984073036,0.999,19/92,14.60%,RPS6KA3;CPT1B;GSK3B;AKT3;PPP1R3C;GFPT1;PIK3CA;CD36;PRKCZ;PTEN;SLC2A4;CREB1;PTPRF;CREB3L1;OGT;FOXO1;PRKAG2;RPS6KA2;PYGM,KEGG_2021_Human,Insulin resistance,0.3820794687212869,ns,False,Goldhamster
190,prerank,KEGG_2021_Human__Histidine metabolism,-0.44758027137520634,-1.124960758133331,0.3034300791556728,0.44186755913472436,0.999,4/15,17.48%,MAOB;ALDH7A1;MAOA;ALDH3A2,KEGG_2021_Human,Histidine metabolism,0.3547078821352651,ns,False,Goldhamster
191,prerank,KEGG_2021_Human__Arginine biosynthesis,-0.448150370535089,-1.1237668005627321,0.2881844380403458,0.4387353819411578,0.999,7/16,26.35%,GLS;GPT2;NAGS;GLS2;GLUD2;OTC;GOT1,KEGG_2021_Human,Arginine biosynthesis,0.35779734037923056,ns,False,Goldhamster
192,prerank,KEGG_2021_Human__Sphingolipid metabolism,-0.37150332231544536,-1.1236305538541502,0.26022304832713755,0.4335939270337638,0.999,17/38,27.05%,CERS2;SPTLC1;SGMS1;GBA2;KDSR;PLPP2;CERS4;UGT8;PLPP3;SPTLC2;ACER3;PLPP1;SGPP2;SGPP1;SMPD1;ASAH1;B4GALT6,KEGG_2021_Human,Sphingolipid metabolism,0.36291680920535985,ns,False,Goldhamster
194,prerank,KEGG_2021_Human__Sphingolipid signaling pathway,-0.30856785450383206,-1.1150110435151688,0.17699115044247787,0.4487359177290441,0.999,28/102,18.16%,CERS2;GNAQ;SPTLC1;AKT3;NRAS;SGMS1;PPP2CB;PIK3CA;ABCC1;ROCK1;PLCB1;PPP2R5E;MAP3K5;PRKCZ;KRAS;PTEN;ROCK2;KNG1;MAPK13;MAPK12;BCL2;RHOA;CERS4;GNA12;PPP2CA;PPP2R3B;PLCB3;AKT1,KEGG_2021_Human,Sphingolipid signaling pathway,0.3480091672682917,ns,False,Goldhamster
195,prerank,KEGG_2021_Human__Salivary secretion,-0.3409927922814196,-1.1139828984651807,0.23979591836734693,0.44563457191336014,0.999,12/55,10.67%,ADRB2;GNAQ;ADRB1;ATP2B1;ATP2B4;ITPR2;TRPV6;ATP1A1;PLCB1;SLC12A2;SLC4A2;ITPR3,KEGG_2021_Human,Salivary secretion,0.3510211243675751,ns,False,Goldhamster
197,prerank,KEGG_2021_Human__Basal cell carcinoma,-0.3411462875665386,-1.1102699459512957,0.2639593908629442,0.4484641489138062,0.999,21/50,22.70%,FZD8;GSK3B;CTNNB1;SHH;BMP4;APC;FZD5;FZD6;AXIN2;WNT16;PTCH1;DVL1;WNT2;FZD1;KIF7;AXIN1;WNT11;DVL2;FZD9;LEF1;FZD2,KEGG_2021_Human,Basal cell carcinoma,0.34827226956801094,ns,False,Goldhamster
198,prerank,KEGG_2021_Human__Renal cell carcinoma,-0.3333571431893921,-1.109248753140277,0.2602040816326531,0.4456475996244861,0.999,16/62,15.63%,SOS2;JUN;MET;AKT3;NRAS;PIK3CA;PAK6;PDGFB;EGLN3;KRAS;ETS1;PAK4;BRAF;CRKL;SOS1;CRK,KEGG_2021_Human,Renal cell carcinoma,0.3510084283589823,ns,False,Goldhamster
201,prerank,MSigDB_Hallmark_2020__Androgen Response,-0.3067746302032456,-1.103671184411255,0.24848484848484848,0.4533957158662242,0.999,13/87,5.33%,CAMKK2;CDK6;RPS6KA3;PGM3;CCND1;KRT8;APPBP2;ADAMTS1;ZBTB10;ZMIZ1;STK39;HERC3;PMEPA1,MSigDB_Hallmark_2020,Androgen Response,0.3435225878364287,ns,False,Goldhamster
203,prerank,KEGG_2021_Human__Tight junction,-0.2880489639053865,-1.1000890305442403,0.19767441860465115,0.45655805521740733,0.999,37/129,18.08%,YBX3;CLDN7;CLDN3;JUN;CCND1;RDX;OCLN;AFDN;AMOT;CRB3;IGSF5;PPP2CB;ROCK1;MAP3K5;PRKCZ;CFTR;ROCK2;CLDN18;MARVELD2;F11R;EZR;AMOTL1;PARD3;MAGI1;DLG3;CLDN5;RUNX1;TJP2;PRKAG2;PRKCI;RHOA;PATJ;ERBB2;PARD6G;PPP2CA;CTTN;TJP1,KEGG_2021_Human,Tight junction,0.3405039904024734,ns,False,Goldhamster
204,prerank,KEGG_2021_Human__Pyruvate metabolism,-0.37128978000903873,-1.099995451014258,0.29328621908127206,0.4514535163870591,0.999,11/33,21.76%,GLO1;ME1;ACSS1;LDHB;ALDH7A1;ACYP1;ACAT1;DLD;ALDH3A2;DLAT;ACSS2,KEGG_2021_Human,Pyruvate metabolism,0.34538695989280926,ns,False,Goldhamster
207,prerank,KEGG_2021_Human__Ras signaling pathway,-0.2734050294756755,-1.0919474401993359,0.20689655172413793,0.46527305687740766,1.0,33/169,12.04%,SOS2;FGFR3;MET;FGF1;RASA1;RAB5A;AKT3;NRAS;ABL2;RASA2;PLA2G12A;AFDN;NTRK2;PDGFA;FGFR2;PIK3CA;PAK6;PDGFB;GNB1;KDR;RAPGEF5;KRAS;RASA4B;NF1;ELK1;RASGRP3;ETS1;EFNA1;PAK4;PLCG1;EPHA2;GNG11;FGF18,KEGG_2021_Human,Ras signaling pathway,0.33229209594784087,ns,False,Goldhamster
208,prerank,MSigDB_Hallmark_2020__Epithelial Mesenchymal Transition,-0.2766425657426219,-1.0908292116191165,0.2222222222222222,0.46253790511690435,1.0,49/167,22.28%,JUN;FZD8;CADM1;PLOD3;BMP1;SDC1;NID2;SNTB1;SERPINH1;CXCL12;GPX7;CRLF1;SERPINE1;PMEPA1;DST;COL6A3;PTX3;SLC6A8;SDC4;COL4A2;MMP2;LOXL2;PLOD2;COL1A1;RHOB;SERPINE2;PMP22;CALU;SPARC;FBLN5;PFN2;RGS4;COL4A1;FERMT2;MEST;ADAM12;COL5A3;PCOLCE2;LAMC2;CD44;LAMA3;COL16A1;FGF2;VIM;TNC;MSX1;LOXL1;FMOD;NTM,MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,0.33485267090644727,ns,False,Goldhamster
213,prerank,KEGG_2021_Human__Neurotrophin signaling pathway,-0.2940092223084112,-1.0742168555935083,0.288135593220339,0.49827781554498074,1.0,25/103,15.70%,SOS2;RPS6KA3;MAP3K3;JUN;FRS2;GSK3B;AKT3;NRAS;NTRK2;PIK3CA;MAP3K5;KRAS;BEX3;PLCG1;BRAF;MAPK13;MAPK12;BCL2;RPS6KA2;CRKL;SH2B1;SOS1;RHOA;CRK;CAMK2G,KEGG_2021_Human,Neurotrophin signaling pathway,0.30252844817085056,ns,False,Goldhamster
214,prerank,KEGG_2021_Human__Selenocompound metabolism,-0.42708419338248466,-1.0727206699781793,0.3881401617250674,0.49628096806886746,1.0,4/16,11.02%,TXNRD1;SEPHS1;PAPSS1;MTR,KEGG_2021_Human,Selenocompound metabolism,0.3042723792881801,ns,False,Goldhamster
215,prerank,KEGG_2021_Human__N-Glycan biosynthesis,-0.3417689173954433,-1.0679874402706526,0.3684210526315789,0.5024556892186129,1.0,8/40,14.31%,ALG2;GANAB;MGAT2;MGAT4B;FUT8;MAN2A2;MAN1A2;STT3A,KEGG_2021_Human,N-Glycan biosynthesis,0.29890223196989385,ns,False,Goldhamster
217,prerank,KEGG_2021_Human__Fatty acid degradation,-0.3750956901943749,-1.064130697199003,0.356401384083045,0.506755456142531,1.0,13/29,29.69%,CPT1B;HADHB;ALDH7A1;ACAT1;HADH;ALDH3A2;ACOX1;ECI1;ACADSB;ACSL5;ALDH2;GCDH;ACADVL,KEGG_2021_Human,Fatty acid degradation,0.29520156664119485,ns,False,Goldhamster
218,prerank,KEGG_2021_Human__AMPK signaling pathway,-0.2905966973980637,-1.063662190258827,0.29464285714285715,0.5026903105428353,1.0,26/100,18.77%,CAMKK2;CCND1;CPT1B;AKT3;CAB39;ADIPOR1;SIRT1;PPP2CB;PIK3CA;PPP2R5E;CD36;CFTR;SLC2A4;CREB1;CREB3L1;FOXO1;EEF2;PRKAG2;FOXO3;MAP3K7;PFKM;PPP2CA;PPP2R3B;AKT1;TSC2;G6PC3,KEGG_2021_Human,AMPK signaling pathway,0.2986994858050156,ns,False,Goldhamster
219,prerank,KEGG_2021_Human__Fat digestion and absorption,-0.42741248531495024,-1.0630950922507019,0.3652694610778443,0.4992355123021694,1.0,7/18,20.13%,PLA2G12A;AGPAT2;CD36;ACAT1;PLPP2;PLPP3;PLA2G1B,KEGG_2021_Human,Fat digestion and absorption,0.3016945293987071,ns,False,Goldhamster
220,prerank,KEGG_2021_Human__Adrenergic signaling in cardiomyocytes,-0.2895110919543849,-1.0586228596321003,0.27906976744186046,0.5057453357504343,1.0,42/110,27.22%,ADRB2;GNAQ;ADRB1;AKT3;ATP2B1;ATP2B4;PPP2CB;ATP1A1;PLCB1;PPP2R5E;KCNQ1;CREB1;CREB3L1;MAPK13;MAPK12;BCL2;ADCY4;CAMK2G;CACNA2D2;CACNA2D1;PPP2CA;PPP2R3B;PLCB3;AKT1;SCN1B;RAPGEF4;CAMK2B;ADCY2;GNAI1;ATF2;RAPGEF3;RPS6KA5;ADCY8;MAPK11;ACTC1;PRKCA;MAPK3;ADCY1;MAPK1;ADCY3;CREB5;CREB3L2,KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,0.2960681138308886,ns,False,Goldhamster
221,prerank,KEGG_2021_Human__Cocaine addiction,-0.3528128216707699,-1.058491142214642,0.375,0.5008655308472391,1.0,6/33,14.17%,JUN;MAOB;CREB1;CREB3L1;DDC;MAOA,KEGG_2021_Human,Cocaine addiction,0.30027885507018126,ns,False,Goldhamster
223,prerank,KEGG_2021_Human__Cellular senescence,-0.27458937205237643,-1.0559526428800372,0.28846153846153844,0.5017318960214949,1.0,27/135,14.23%,CDK6;PPP3CA;CCND1;PPP3CB;AKT3;NRAS;HIPK2;ITPR2;SIRT1;SERPINE1;PIK3CA;HIPK1;SMAD2;KRAS;PTEN;ZFP36L2;MDM2;PPP3CC;TRPM7;ETS1;ITPR3;E2F2;MAPK13;MAPK12;FOXO1;MRAS;SLC25A4,KEGG_2021_Human,Cellular senescence,0.2995282891938679,ns,False,Goldhamster
224,prerank,KEGG_2021_Human__Oxytocin signaling pathway,-0.28569405327047076,-1.0551311114530935,0.30526315789473685,0.4988040385729033,1.0,27/113,16.27%,CAMKK2;PPP3CA;JUN;CCND1;PPP3CB;GNAQ;NRAS;ITPR2;ROCK1;PLCB1;PPP1R12C;KRAS;NPR1;GNAO1;ROCK2;PPP3CC;ELK1;ITPR3;EEF2;PRKAG2;ADCY4;RHOA;CAMK2G;CACNA2D2;CACNA2D1;MYLK3;PPP3R1,KEGG_2021_Human,Oxytocin signaling pathway,0.30207003890875905,ns,False,Goldhamster
226,prerank,KEGG_2021_Human__TGF-beta signaling pathway,-0.3035090948660108,-1.0507802172384644,0.34502923976608185,0.5041853614321323,1.0,31/75,27.27%,ACVR1;SMAD9;BMP4;PPP2CB;ACVR2B;NOG;ROCK1;RGMB;BMP6;SMAD2;ACVR2A;SMAD6;SMAD4;SMAD5;RHOA;FST;ID3;PPP2CA;BMPR2;ID1;SMAD7;FMOD;BMP5;TGFB2;NEO1;SMURF2;TGFBR1;MAPK3;MAPK1;CUL1;TGIF1,KEGG_2021_Human,TGF-beta signaling pathway,0.29740976782565465,ns,True,Goldhamster
228,prerank,KEGG_2021_Human__Arrhythmogenic right ventricular cardiomyopathy,-0.3300106506990836,-1.045133531560231,0.39090909090909093,0.5135816096905408,1.0,9/51,15.96%,LMNA;PKP2;CTNNB1;CTNNA1;ITGA7;ITGA9;ITGB6;CACNA2D2;CACNA2D1,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,0.28939053585998314,ns,False,Goldhamster
